120 34.9
120 34.9
105 30.5
 90 25.7
 75 22.1
 60 16.9
 60 16.69
 60 16.71
 45 13.1
 30  8.74
 15  4.33
 15  4.35
 10  2.92
  5  1.51
  2  0.65
  0  0.07
  0  0.13
